CODIGO_CVM;DENOMINACAO_SOCIAL;DENOMINACAO_COMERCIAL;SETOR_ATIVIDADE;CNPJ;DATA_REGISTRO;DATA_CONSTITUICAO;DATA_CANCELAMENTO;MOTIVO_CANCELAMENTO;SITUACAO_REGISTRO
23698;SENECA COMPANHIA SECURITIZADORA;SENECA COMPANHIA SECURITIZADORA;SECURITIZAÇÃO DE RECEBÍVEIS;22495265000140;2015-08-17;2015-04-15;;;ATIVO
22799;SENIOR SOLUTION S.A.;SENIOR SOLUTION S.A.;COMUNICAÇÃO E INFORMÁTICA;4065791000199;2012-04-26;2000-08-04;;;ATIVO
23221;SER EDUCACIONAL S.A.;;EDUCAÇÃO;4986320000113;2013-10-18;2002-03-19;;;ATIVO
10596;SERGEN SERVS GERAIS DE ENG SA;SERGEN;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;33161340000153;1977-07-20;1961-08-16;2014-07-30;Cancelamento de ofício - IN CVM 480/09;CANCELADA
10600;SERMECO SERV MEC ENG CONST SA;SERMECO;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;17244161000123;1977-07-20;;1990-09-06;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
15903;SERNAMBETIBA TRUST SPE SA;SERNAMBETIBA TRUST;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;1369947000137;1996-12-03;;2005-02-22;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
14966;SERRA AZUL WATER PARK SA;SERRA AZUL;EMP. ADM. PARTICIPAÇÕES - BRINQUEDOS E LAZER;545378000170;1995-07-26;1995-03-09;;;ATIVO
14770;SERTEP SA ENG. E MONTAGEM;SERTEP SA;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;33315367000153;1995-02-01;;1996-08-09;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
10626;SERVIX ENGENHARIA SA;SERVIX;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;61467379000139;1977-07-20;1932-05-12;2005-04-29;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
13404;SETA SA EXTRAT TANINO ACACIA;SETA;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;89717268000152;1988-11-03;;1997-04-03;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
10634;SETAL INSTALACOES INDLS SA;SETAL;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;61413423000128;1961-04-14;;1986-11-05;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
20834;SETIBA PARTICIPAÇÕES S/A;SETIBA PARTICIPAÇÕES S/A;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;8638269000100;2007-07-02;2006-12-11;2014-01-08;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
15733;SHOPPING CENTER TACARUNA SA;SHOPPING CENTER TACARUNA;EMP. ADM. PARTICIPAÇÕES - COMÉRCIO (ATACADO E VAREJO);115890000187;1996-09-11;1994-06-30;;;ATIVO
15482;SHOPTIME SA;SHOPTIME;EMP. ADM. PARTICIPAÇÕES - COMÉRCIO (ATACADO E VAREJO);1104894000122;1996-04-26;;2005-12-13;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
13587;SIBISA TRADING SA;SIBISA;COMÉRCIO EXTERIOR;88270178000101;1989-11-14;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
10669;SIBRA ELETROSIDERURGICA BRASILEIRA SA (atual Rio Doce Manganês S/A);SIBRA;METALURGIA E SIDERURGIA;15144306000199;1970-12-17;;2002-03-21;CANCELAMENTO A PEDIDO;CANCELADA
12254;SID INFORMATICA SA;SID INFORMATICA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;77623163000155;1985-02-14;;1994-05-10;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
13099;SID MICROELETRONICA SA;SID MICROELETRONICA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;19882497000147;1986-12-01;;1994-05-10;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
13374;SIDERURGIA BRASILEIRA SA;SIDERBRAS;EMP. ADM. PARTICIPAÇÕES;367961000139;1988-09-09;;1998-07-07;ELISÃO POR LIQUIDAÇÃO;CANCELADA
10677;SIDERURGICA ACONORTE SA;SID ACONORTE;METALURGIA E SIDERURGIA;10807923000103;1970-09-30;;1996-12-23;ELISÃO POR INCORPORAÇÃO;CANCELADA
13269;SIDERURGICA CEARENSE S/A;SID CEARENSE;METALURGIA E SIDERURGIA;89011795000147;1987-12-22;;1995-12-29;ELISÃO POR INCORPORAÇÃO;CANCELADA
10685;SIDERURGICA COFERRAZ SA;SID COFERRAZ;METALURGIA E SIDERURGIA;57490229000179;1971-12-02;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
10693;SIDERURGICA GUAIRA SA;SID GUAIRA;METALURGIA E SIDERURGIA;76486430000127;1971-12-02;;1995-09-05;ELISÃO POR INCORPORAÇÃO;CANCELADA
10707;SIDERURGICA HIME;SID HIME;METALURGIA E SIDERURGIA;42119370000192;1981-04-29;;1986-02-05;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
12823;SIDERURGICA J L ALIPERTI SA;ALIPERTI;METALURGIA E SIDERURGIA;61156931000178;1986-06-06;1924-01-02;;;ATIVO
10723;SIDERURGICA RIOGRANDENSE SA;SID RIOGRANDENSE;METALURGIA E SIDERURGIA;92780311000139;1968-05-17;;1997-06-30;ELISÃO POR INCORPORAÇÃO;CANCELADA
10740;SIFCO SA;SIFCO;METALURGIA E SIDERURGIA;60499605000109;1970-10-07;;2004-03-09;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
12203;SIFCOINVEST SA;SIFCOINVEST;EMP. ADM. PARTICIPAÇÕES;52211539000193;1985-01-16;;1988-09-19;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
10758;SIMESC SA;SIMESC;METALURGIA E SIDERURGIA;82612532000144;1976-01-29;;1994-07-26;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
10774;SIOM SA I INSTRS DE OTICA MEC;SIOM;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;22668529000110;1977-07-20;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
10782;SIPOREX CONCRETO CELULAR SA;SIPOREX;EXTRAÇÃO MINERAL;57491276000137;1973-02-23;;1988-06-15;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
10790;SISAL BAHIA HOTEIS TURISMO SA;SISAL BAHIA;HOSPEDAGEM E TURISMO;13539713000170;1972-07-28;;2006-03-21;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
10804;SISAL IMOB SANTO AFONSO SA;SISAL IMOBILIARIA;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;33146762000150;1977-07-20;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
10812;SIT SOC DE INSTALACOES TECS SA;SIT;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;17165036000128;1977-07-20;;2002-04-25;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
20745;SLC AGRICOLA SA;SLC AGRICOLA SA;AGRICULTURA (AÇUCAR, ALCOOL E CANA);89096457000155;2007-06-12;1977-07-21;;;ATIVO
15148;SMA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;HOSPITAL VITA CURITIBA;EMP. ADM. PARTICIPAÇÕES - SERVIÇOS MÉDICOS;694303000151;1995-12-11;1995-07-07;2008-04-02;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
23140;SMILES S.A.;;COMÉRCIO (ATACADO E VAREJO);15912764000120;2013-04-25;2012-06-10;;;ATIVO
14303;SNB PARTICIPACOES SA;SNB PARTICIPAÇÕES S/A;EMP. ADM. PARTICIPAÇÕES - COMÉRCIO (ATACADO E VAREJO);73903718000161;1994-03-09;1993-11-15;;;ATIVO
10820;SOBLOCO CONSTRUTORA SA;SOBLOCO;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;60869005000187;1981-08-11;;1985-04-15;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
13501;SOBRAL INVICTA SA;INVICTA;OUTRAS ATIVIDADES INDUSTRIAIS;60594538000101;1987-07-20;1952-05-02;2001-05-31;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
16241;SOC.DE ABASTEC.DE ÁGUA E SANEAMENTO S.A.;SANASA-CAMPINAS;SANEAMENTO E SERVIÇOS DE ÁGUA E GÁS;46119855000137;1997-04-29;1974-08-28;;;ATIVO
13145;SOCIED. PAULIS ARTEF METALS/A;SOC PAULIS ART MET;METALURGIA E SIDERURGIA;60852035000180;1987-01-30;;1988-04-05;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
16217;SOCIEDADE PART CIMENTEIRAS SA;SOC DE PART CIMENT;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;1624528000102;1997-04-18;;1998-06-29;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
13129;SOFIMA SA;SOFIMA;OUTRAS ATIVIDADES INDUSTRIAIS;51936094000146;1987-01-12;;1996-01-05;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
10855;SOGERAL LEASING SA ARREND MERC;SOGERAL LEASING;ARRENDAMENTO MERCANTIL;62816426000175;1983-11-07;;2000-01-18;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
14710;SOLA SA INDS ALIMENTICIAS;SOLA SA;ALIMENTOS;32286411000181;1995-01-10;1995-01-10;2011-04-08;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
19410;SOLAE DO BRASIL HOLDINGS SA;SOLAE DO BRASIL HOLDINGS SA;EMP. ADM. PARTICIPAÇÕES;5615334000193;2003-07-15;2003-04-03;2003-11-13;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
16004;SOLE DO BRASIL S.A. TELECOMUNICAÇÕES E COMERCIO EXTERIOR;SOLE DO BRASIL S.A. TELECOMUNICAÇÕES E COMERCIO EXTERIOR;TELECOMUNICAÇÕES;1368194000145;1996-12-26;1993-06-17;2010-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA
22551;SOMOS EDUCAÇÃO S.A.;ABRIL EDUCAÇÃO S/A;GRÁFICAS E EDITORAS;2541982000154;2011-07-22;1998-05-04;;;ATIVO
16055;SONAE DISTRIBUIÇÃO BRASIL SA;SONAE DISTRIBUIÇÃO BRASIL;COMÉRCIO (ATACADO E VAREJO);93209765000117;1997-01-17;;1998-11-24;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
22357;SONAE SIERRA BRASIL S/A;SONAE SIERRA BRASIL S/A;EMP. ADM. PARTICIPAÇÕES - COMÉRCIO (ATACADO E VAREJO);5878397000132;2011-02-01;2003-07-17;;;ATIVO
17981;SONDIS BRASIL SA;SONDIS BRASIL;EMP. ADM. PARTICIPAÇÕES;2594251000177;1998-12-02;1998-06-01;2000-02-03;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
10880;SONDOTECNICA ENGENHARIA DE SOLOS S/A.;SONDOTECNICA S/A.;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;33386210000119;1980-08-19;1954-01-01;;;ATIVO
10898;SOPAVE SA SOC PAUL DE VEICULOS;SOPAVE;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;60840683000117;1977-07-20;;1991-06-07;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
10901;SORANA COML E IMPORTADORA SA;SORANA COMERCIAL;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;61088795000126;1977-07-20;;1988-09-08;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
10910;SOTREQ SA TRATORES E EQUIPS;SOTREQ;COMÉRCIO (ATACADO E VAREJO);33081712000131;1982-08-24;;1987-06-18;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
9547;SOUTO VIDIGAL SA;PEVE PARTICIPACOES;EMP. ADM. PARTICIPAÇÕES;60688256000165;1969-12-16;1964-04-24;2004-03-11;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
4057;SOUZA CRUZ SA;SOUZA CRUZ;BEBIDAS E FUMO;33009911000139;1969-09-18;1914-03-14;2015-12-01;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
23361;SPE AKRO SECURITIZADORA S.A.;SPE AKRO SECURITIZADORA S.A.;SECURITIZAÇÃO DE RECEBÍVEIS;19511433000130;2014-03-26;2014-01-02;2015-07-07;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
10936;SPERB DO NE SA IND TEXTIL;SPERB;TEXTIL E VESTUÁRIO;8064412000105;1977-09-27;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
10944;SPERRY SA;SPERRY;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;33000522000142;1982-08-02;;1985-05-21;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
16489;SPLICE DO BRASIL TELEC  E ELETRONICA S/A;SPLICE;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;45397007000127;1997-10-07;1996-01-01;2003-11-12;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
10952;SPRINGER CARRIER NE SA;SPRINGER CARRIER NE;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;10948651000161;1977-07-20;;1985-06-18;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
10960;SPRINGER SA;SPRINGER;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;92929520000100;1968-10-24;1934-01-01;;;ATIVO
20966;SPRINGS GLOBAL PARTICIPAÇÕES S/A;SPRINGS GLOBAL;EMP. ADM. PARTICIPAÇÕES - TÊXTIL E VESTUÁRIO;7718269000157;2007-07-25;2005-11-24;;;ATIVO
1953;SPSCS INDUSTRIAL SA;A MESMA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;59290239000196;1977-07-20;;2010-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA
15725;ST MICHEL SA;ST MICHEL;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;1328630000152;1996-09-10;1996-06-24;2006-03-14;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
10979;STANDARD ELETRONICA SA;SESA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;33460635000120;1982-07-13;;1991-04-12;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
22594;STATKRAFT ENERGIAS RENOVÁVEIS S.A.;DESENVIX ENERGIAS RENOVÁVEIS SA;ENERGIA ELÉTRICA;622416000141;2011-09-19;1995-05-19;;;ATIVO
22292;STEIN SP II PARTICIPAÇÕES S.A.;BTG PACTUAL STIGMA PARTICIPAÇÕES S/A;EMP. ADM. PARTICIPAÇÕES - PETRÓLEO E GÁS;12592746000110;2010-12-16;2010-09-13;2012-10-29;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
13153;STEVIAFARMA INDUSTRIAL SA;INDUSTRIA DE EXTRAÇAO DE STEVIOSIDEO;FARMACÊUTICOS E HIGIENE;78363322000192;1987-04-15;;2005-08-02;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
17787;SUBESTAÇÃO ELETROMETRÔ S/A;SUBESTAÇÃO ELETROMETRÔ;EMP. ADM. PARTICIPAÇÕES - ENERGIA ELÉTRICA;2286509000178;1998-09-25;1997-11-05;2015-03-04;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
19682;SUBMARINO S/A;SUBMARINO S/A;COMÉRCIO (ATACADO E VAREJO);2930076000141;2005-03-29;1999-10-27;2006-12-13;ELISÃO POR EXTINÇÃO DA CIA;CANCELADA
16586;SUDESTE SA;SUDESTE S.A.;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;2062747000108;1997-11-10;1997-07-22;;;ATIVO
10995;SUDESTE SA IND E COMERCIO;SUDESTE;COMÉRCIO (ATACADO E VAREJO);60894110000176;1971-04-07;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
23957;SUGOI INCORPORADORA E CONSTRUTORA S.A.;SUGOI INCORPORADORA E CONSTRUTORA S.A.;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;13584310000142;2016-07-19;2011-04-19;;;ATIVO
16438;SUL 116 PARTICIPAÇÕES S.A.;OPPORTUNITY SUL S.A.;EMP. ADM. PARTICIPAÇÕES - TELECOMUNICAÇÕES;1957772000189;1997-09-03;1997-06-05;;;ATIVO
11002;SUL AMERICA CAPITALIZACAO S.A.;SULACAP;SEGURADORAS E CORRETORAS;33040924000170;1977-07-20;1929-08-01;2004-11-29;ELISÃO POR INCORPORAÇÃO;CANCELADA
11010;SUL AMERICA CIA NACL SEGUROS;SUL AMERICA SEGUROS;SEGURADORAS E CORRETORAS;33041062000109;1977-07-20;05/12/1895;2008-05-12;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
21121;SUL AMERICA S/A;SUL AMERICA S/A;EMP. ADM. PARTICIPAÇÕES - SEGURADORAS E CORRETORAS;29978814000187;2007-10-03;1978-03-13;;;ATIVO
10413;SUL AMERICA STA CRUZ SEGS SA;SUL AMERICA STA CRUZ;SEGURADORAS E CORRETORAS;92664937000180;1977-07-20;;1998-05-06;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
11037;SUL BRASILEIRO COM IMP EXP SA;SULBRA;EMP. ADM. PARTICIPAÇÕES;92659945000138;1977-07-20;;2000-05-19;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
11045;SUL BRASILEIRO CRED.,FINANC.E;SUL BRASILEIRO CRED;CRÉDITO IMOBILIÁRIO;89425623000110;1971-07-22;;1986-01-10;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
23345;SUL INVEST SECURITIZADORA S.A.;SUL INVEST SECURITIZADORA S.A.;SECURITIZAÇÃO DE RECEBÍVEIS;11181400000167;2014-02-26;2009-09-14;2016-08-10;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
16144;SUL LOGISTICA SA;SUL LOGISTICA;EMP. ADM. PARTICIPAÇÕES;1585482000151;1997-02-26;;1999-12-13;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
15008;SULABENTURES SA;SULABENTURES;EMP. ADM. PARTICIPAÇÕES;601634000108;1995-08-16;;2002-09-19;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
11053;SULFAB CIA SULFOQUIMICA DA BA;SULFAB;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;42363150000100;1974-10-17;;1993-04-19;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
6254;SULINA ALIMENTOS SA;FRIGORIFICO IDEAL;ALIMENTOS;92692433000173;1977-07-20;;1990-06-28;ELISÃO POR INCORPORAÇÃO;CANCELADA
11061;SUPERAGRO SA FERT INSETICIDAS;SUPERAGRO;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;72129083000124;1972-11-22;;2010-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA
7820;SUPERMERCADOS REAL SA;SUPERMERCADOS REAL;COMÉRCIO (ATACADO E VAREJO);92192509000100;1977-07-20;;1994-11-18;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
18880;SUPERVIA CONCESS. DE TRANPORTE FERR. S/A;SUPERVIA;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;2735385000160;2001-02-20;1998-07-15;2001-06-11;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
11096;SURAMIC S R A M IND COM SA;SURAMIC;EMP. ADM. PARTICIPAÇÕES;29499464000176;1981-11-30;;1985-09-17;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
9067;SUZANO HOLDING S.A. (EX-NEMOFEFFER S.A.);SUZANO HOLDING S.A.;EMP. ADM. PARTICIPAÇÕES - PAPEL E CELULOSE;60651809000105;1982-03-11;1954-02-26;;;ATIVO
13986;SUZANO PAPEL E CELULOSE SA;SUZANO PAPEL E CELULOSE SA;PAPEL E CELULOSE;16404287000155;1992-04-15;1987-12-08;;;ATIVO
12998;SV ENGENHARIA SA;SADE;METALURGIA E SIDERURGIA;61143772000177;1986-09-10;;1997-12-17;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
11118;T BARRETO IND COM SA;T BARRETO;TEXTIL E VESTUÁRIO;8320244000163;1971-10-05;;2006-03-21;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
21326;T4F ENTRETENIMENTO SA;T4F ENTRETENIMENTO SA;BRINQUEDOS E LAZER;2860694000162;2008-02-11;1998-11-18;2009-01-15;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
22454;T4F ENTRETENIMENTO SA;T4F ENTRETENIMENTO SA;BRINQUEDOS E LAZER;2860694000162;2011-04-11;1998-11-18;;;ATIVO
20508;TAIPE TRANCOSO EMPREENDIMENTOS S/A;TAIPE;HOSPEDAGEM E TURISMO;28573830000127;2007-02-07;2000-01-28;2016-03-11;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
16390;TAM S.A.;TAM;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;1832635000118;1997-08-08;1997-05-12;2012-07-18;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
12297;TAM TRANSP AEREOS REGIONAIS SA;TAM;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;47893664000190;1985-03-11;;2000-11-30;ELISÃO POR INCORPORAÇÃO;CANCELADA
21717;TARPON INVESTIMENTOS S/A;TARPON;EMP. ADM. PARTICIPAÇÕES - INTERMEDIAÇÃO FINANCEIRA;5341549000163;2009-05-21;2002-06-19;;;ATIVO
20389;TC SECURITIES CIA DE SECURITIZAÇÃO;;SECURITIZAÇÃO DE RECEBÍVEIS;67437434000124;2006-12-15;2006-08-29;;;ATIVO
17612;TCO CELULAR PARTICIPAÇÕES  S/A;TELE CENTRO OESTE CELULAR PARTICIP. S/A;EMP. ADM. PARTICIPAÇÕES - TELECOMUNICAÇÕES;2558132000169;1998-08-18;1998-05-22;2006-05-16;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
14133;TEC TOY S/A;TEC TOY;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;22770366000182;1993-06-21;1987-09-28;;;ATIVO
11126;TECANOR SA TEXTIL CATAR DO NE;TECANOR;TEXTIL E VESTUÁRIO;10972032000102;1971-11-11;;1991-10-01;ELISÃO POR INCORPORAÇÃO;CANCELADA
11215;TECBLU - TECELAGEM BLUMENAU S/A.;TECBLU;TEXTIL E VESTUÁRIO;8424178000171;1971-04-28;;;;ATIVO
11134;TECELAGEM MALHARIA INDAIAL SA;INDAIAL;TEXTIL E VESTUÁRIO;84228055000143;1968-10-29;;1986-11-13;ELISÃO POR INCORPORAÇÃO;CANCELADA
11169;TECHNOS RELOGIOS SA;TECHNOS;COMÉRCIO (ATACADO E VAREJO);92672203000142;1977-07-20;1956-01-01;2005-04-18;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
22519;TECHNOS SA;TECHNOS SA;COMÉRCIO (ATACADO E VAREJO);9295063000197;2011-06-28;2007-11-21;;;ATIVO
20435;TECNISA S/A;TECNISA S/A;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;8065557000112;2007-01-09;2006-05-22;;;ATIVO
23051;TECNO WASTE S.A.;TECNO WASTE S.A.;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;13720879000198;2013-02-25;2010-06-10;2016-01-07;Cancelamento de ofício - IN CVM 480/09;CANCELADA
11193;TECNOMONT PROJS MONTS INDLS SA;TECNOMONT;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;61388310000110;1982-07-08;;1987-05-14;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
11207;TECNOSOLO S/A - EM RECUPERAÇÃO JUDICIAL;TECNOSOLO S/A - EM RECUPERAÇÃO JUDICIAL;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;33111246000190;1977-07-20;1957-01-01;;;ATIVO
13102;TECPART PARTS E EMPREENDS SA;TECPART;EMP. ADM. PARTICIPAÇÕES;55833909000112;1986-12-12;;1992-11-12;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
14702;TEGENER PARTICIPACOES SA;TEGENER PARTICIPACOES;EMP. ADM. PARTICIPAÇÕES;299045000109;1994-12-28;;2001-04-06;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
20800;TEGMA GESTÃO LOGÍSTICA SA;TEGMA GESTÃO LOGÍSTICA SA;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;2351144000118;2007-06-28;1998-01-05;;;ATIVO
11223;TEKA TECELAGEM KUEHNRICH SA -EM RECUPERAÇÃO JUDICIAL;TEKA S.A.;TEXTIL E VESTUÁRIO;82636986000155;1969-12-04;1935-04-06;;;ATIVO
11231;TEKNO S.A. INDÚSTRIA E COMÉRCIO;TEKNO;EMP. ADM. PARTICIPAÇÕES - METALURGIA E SIDERURGIA;33467572000134;1977-07-20;1939-01-01;;;ATIVO
17094;TELAIMA CELULAR SA;TELAIMA CELULAR;TELECOMUNICAÇÕES;2369651000189;1998-05-06;1998-01-05;2000-11-17;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
17108;TELAMAZON CELULAR SA;TELEMAZON CELULAR;TELECOMUNICAÇÕES;2322103000101;1998-05-06;1998-01-05;2000-11-17;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
17116;TELASA CELULAR SA;TIM ALAGOAS;TELECOMUNICAÇÕES;2328592000109;1998-05-06;1998-01-05;2004-01-30;ELISÃO POR INCORPORAÇÃO;CANCELADA
17698;TELE LESTE CELULAR PARTICIPAÇÕES SA;TELE LESTE CELULAR PARTICIPAÇÕES SA;EMP. ADM. PARTICIPAÇÕES - TELECOMUNICAÇÕES;2558144000193;1998-08-19;1998-05-22;2006-02-22;ELISÃO POR INCORPORAÇÃO;CANCELADA
17663;TELE NORDESTE CELULAR PARTICIPAÇÕES SA;TELE NORDESTE CELULAR PARTICIPAÇÕES S.A.;EMP. ADM. PARTICIPAÇÕES;2558156000118;1998-08-19;1998-05-22;2004-08-19;ELISÃO POR INCORPORAÇÃO;CANCELADA
17604;TELE NORTE CELULAR PARTICIPAÇÕES SA;AMAZÔNIA CELULAR;TELECOMUNICAÇÕES;2558154000129;1998-08-18;1998-05-22;2013-01-07;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
